formula,image,formula_len_chars,formula_len_tokens_rough,image_width,image_height,aspect_ratio
"\eta _ { j k } \theta ^ { j } \theta ^ { k } \equiv \theta _ { j } \theta ^ { j } = \sigma _ { \ast } \; ,",2d0a54247a.png,106,35,160,32,5.0
"\Big [ \frac { t _ { n } ^ { a } \, t _ { m } ^ { a } } { z _ { n } - z _ { m } } \, , \, \frac { t _ { m } ^ { a } \, t _ { \ell } ^ { a } } { z _ { m } - z _ { \ell } } \Big ] + \mathrm { p e r m u t a t i o n s ~ c y c l i q u e s } \, = \, 0 \, .",58ddb22589.png,250,109,384,64,6.0
\sum _ { i = 2 } ^ { N } C _ { i } s g n ( M _ { i } ) = 0 \ .,655374b63b.png,62,30,160,64,2.5
J _ { \mu \nu } = \frac 1 4 \left( \Gamma _ { [ \mu } \Gamma _ { \nu ] } + \overline { { \Gamma } } _ { [ \mu } \overline { { \Gamma } } _ { \nu ] } \right),60b5c361fe.png,156,47,192,64,3.0
"\langle A _ { \mu } ^ { a } ( x ) \, C ^ { b } ( y ) \rangle = \langle A _ { \mu } ^ { a } ( x ) \, C ^ { b } ( y ) \rangle _ { 0 }",312609b4d7.png,131,51,256,32,8.0
"F = - \sum _ { g , \sigma } g _ { s } ^ { 2 g - 2 } \int [ d h _ { g } d X d \Psi ] ~ e ^ { - S [ X , \Psi , h ] }",6fc2e28248.png,114,49,320,64,5.0
"V ( q ) = \frac { g } { \operatorname { s i n } ^ { 2 } q } ,",2f2f133f45.png,61,23,128,64,2.0
"\partial _ { 0 } \, f = - \partial _ { r } \, \operatorname { l n } \rho",3a922c9d11.png,72,21,128,32,4.0
"| \alpha > _ { N + 1 } = | n , \lambda > = \prod _ { i = 1 } ^ { N + 1 } z _ { i } ^ { n } J _ { \lambda } ( z _ { i } ; \beta ) | 0 > _ { N + 1 }",72e1e03483.png,146,61,320,64,5.0
"G _ { A B } - \frac { 1 } { 2 } h _ { A B } G ^ { C } \hspace { . 5 m m } _ { C } = 0 ,",4c5579c935.png,87,39,192,64,3.0
"S _ { P } ^ { d + 1 } = \int _ { M _ { d + 1 } } \Bigl [ { \frac { 1 } { 2 } } B _ { d - 1 } \wedge F + { \frac { 1 } { 8 } } B _ { d - 1 } \wedge { } ^ { \star } B _ { d - 1 } + { \frac { \mu ^ { 2 } } { 2 } } A \wedge { } ^ { \star } A \Bigl ] \; ,",1f840033d6.png,250,101,480,64,7.5
"i ^ { \xi ^ { 2 } } = i ^ { x ^ { 2 } / 4 } = i ^ { ( 2 \chi + 3 \sigma ) / 4 } = i ^ { 2 \nu + \sigma / 4 } = 1 ,",21c8eb8852.png,114,49,320,32,10.0
\mathrm { \boldmath ~ A ~ } _ { \mu } - \mathrm { \boldmath ~ V ~ } _ { \mu },2b76717675.png,77,23,128,32,4.0
"S \, = \, \frac { 1 } { \sqrt { | p _ { 1 } ^ { 2 } | } } \, \varepsilon _ { \mu \nu \lambda } \, p _ { 1 } ^ { \mu } \, ( \, q _ { 2 } ^ { \nu } \, p _ { 2 } ^ { \lambda } \, + \, q _ { 3 } ^ { \nu } \, p _ { 3 } ^ { \lambda } \, ) \, { . }",149ffa4e8a.png,241,92,320,64,5.0
"\left\{ \begin{array} { r c l } { d s ^ { 2 } } & { = } & { d t ^ { 2 } - d \vec { y } _ { ( d - 3 ) } ^ { \ 2 } - H | f ( \omega ) | ^ { 2 } d \omega d \bar { \omega } \, , } \\ { \tau } & { = } & { { \cal H } \, , } \\ \end{array} \right.",7cfa10bfe9.png,240,88,384,96,4.0
"\delta B = \partial \lambda + i [ B , \lambda ] , \hspace { 1 0 p t } \delta \bar { B } = \bar { \partial } \bar { \lambda } + i [ \bar { B } , \bar { \lambda } ]",46401a76fe.png,162,47,320,32,10.0
"F ( { \mit \Omega } , \tau ) = \operatorname { e x p } [ { \mit \Omega } \operatorname { l n } ( \lambda ( \tau ) ) ] ,",2454b7573f.png,119,34,224,32,7.0
"\eta = - ( \tilde { d } + 2 ) / ( \tilde { d } - 2 ) , \ \ \bar { d } = ( \tilde { d } + 2 ) / ( \tilde { d } - 2 ) .",32711d1532.png,117,46,320,32,10.0
\operatorname* { l i m } _ { D \rightarrow \infty } I _ { C o v } ^ { ( D ) } \equiv { } I _ { C o v } ^ { ( \infty ) },235af7e3ad.png,119,41,128,64,2.0
Q _ { \beta } = - i \gamma _ { \beta \alpha } ^ { t } \nabla _ { t k } \Theta _ { \alpha k },6e1cdc015e.png,92,30,160,32,5.0
"{ \cal { L } } \{ \varphi \} = ( \varphi , J ) - { \cal { G } } _ { \mathrm { c } } \{ J \{ \varphi \} \} \, ,",52cc1efebe.png,110,37,224,32,7.0
\Delta ^ { ( 1 ) } = g ^ { 0 0 } ( - g ) ^ { - 3 / 2 } .,348d01e78f.png,56,26,160,32,5.0
\frac { \widehat { S U } ( 3 ) _ { 2 } \times \widehat { S O } ( 4 ) _ { 1 } } { \widehat { S U } ( 2 ) _ { 3 } \times \widehat { U } ( 1 ) _ { 3 0 } } ~ .,50bef150ac.png,155,57,160,64,2.5
{ \cal L } = g ^ { \mu \nu } \frac { \partial f ^ { * } } { \partial x ^ { \mu } } \frac { \partial f } { \partial x ^ { \nu } } - \frac { 1 } { r ^ { 2 } } \frac { \partial f ^ { * } } { \partial \phi } \frac { \partial f } { \partial \phi } + \mu ^ { 2 } f ^ { * } f - \lambda ( f ^ { * } f ) ^ { 2 } .,2297734c9c.png,304,102,384,64,6.0
\eta ^ { \mu \nu } k _ { \mu } k _ { \nu } \int _ { w _ { - } } ^ { w _ { + } } d w e ^ { A } F _ { ( T ) } ^ { 2 } = - \int _ { w _ { - } } ^ { w _ { + } } d w e ^ { - 3 A } \left[ ( e ^ { 2 A } F _ { ( T ) } ) ^ { \cdot } \right] ^ { 2 } \leq 0 .,8e6fec3dc4.png,248,107,480,64,7.5
i \left< \bar { C } ^ { a } \bar { C } ^ { b } C ^ { c } C ^ { d } \right> _ { \mathrm { b a r e } } = i g ^ { 2 } \zeta \epsilon ^ { a b } \epsilon ^ { c d } .,2c66a9b4ee.png,160,60,224,64,3.5
E _ { R } = \lambda r _ { 0 } ^ { \prime } \sqrt { \alpha ^ { \prime } } M = M \sqrt { g Q _ { 5 } \alpha ^ { \prime } },6dec7d94e4.png,120,41,224,64,3.5
"s ^ { 2 } - 2 \frac { 1 + 8 \beta } { 1 + 2 \beta } s + \frac { 3 } { 2 } \frac { 1 + 1 4 \beta } { 1 + 2 \beta } > 0 \, ,",e9a1259d2c.png,122,47,256,64,4.0
\beta _ { H m } ^ { - 1 } { \frac { \delta A } { 4 } } = \beta ^ { - 1 } \delta S _ { b h } + \sum _ { i } X _ { i } \delta \lambda _ { i },103aabf5db.png,139,52,224,64,3.5
c ^ { 2 } = a ^ { 2 } + b ^ { 2 } + 2 a b \operatorname { c o s } \theta \; .,3aa7622585.png,77,30,192,32,6.0
s ( L _ { B } ) = s ( L ^ { \prime \prime } ) + \frac { d } { d t } \left( s ( \bar { c } _ { \alpha } s ( q ^ { r } ) \frac { \partial \chi ^ { \alpha } } { \partial \dot { q } ^ { r } } ) \right) .,606ef14d55.png,199,69,320,64,5.0
"\delta ^ { i j } ( \partial _ { i } f ) ( \partial _ { j } f ) \equiv ( \vec { \nabla } f ) \cdot ( \vec { \nabla } f ) < 1 ,",70e81ad33d.png,125,41,256,32,8.0
D _ { \mu } = \partial _ { M } + \frac { 1 } { 4 } \omega _ { ~ p M } ^ { n } \hat { \Gamma } _ { n } ^ { ~ p },2403e45574.png,111,43,192,64,3.0
"V ( \vec { r } + \vec { q } ^ { \, ( a ) } ) = V ( \vec { r } ) + \vec { \eta } ^ { \, ( a ) } \cdot ( \vec { r } + \frac { \vec { q } ^ { \, ( a ) } } { 2 } ) ~ ~ ( \mathrm { n o ~ s u m ~ o v e r ~ \mit a ) ~ ~ . }",37d1bbddbb.png,216,88,480,64,7.5
"F = { \cal G } ^ { - 1 / 2 } \, \epsilon ^ { \mu \nu } \partial _ { \mu } a _ { \nu } \, , \quad { \cal G } = - \operatorname* { d e t } ( { \cal G } _ { \mu \nu } ) .",1e96230100.png,167,57,320,32,10.0
"L ( { \bf r } , \dot { \bf r } , t ) = \frac { M } { 2 } \dot { \bf r } ^ { 2 } - \alpha \dot { \theta } - \frac { g } { r ^ { 2 } } - \frac { M } { 2 } \omega ^ { 2 } { \bf r } ^ { 2 }",2e5ae6e75a.png,185,71,320,64,5.0
"[ k _ { \Lambda } , k _ { \Gamma } ] = f _ { \Lambda \Gamma } ^ { \ \ \Delta } k _ { \Delta }",4b5f789a1a.png,93,31,128,32,4.0
{ \widetilde \xi } _ { M } = n _ { M } ( \varphi / \phi ^ { \prime } ) ~ .,3a5a52cff5.png,74,25,128,32,4.0
"\int _ { 0 } ^ { 2 \pi } d \theta \int _ { 0 } ^ { \infty } d r \, r \Bigl ( \mathrm { e } ^ { - { \frac { \phi ( { \bf r } _ { i j } ) } { k T } } } - 1 \Bigr ) = { \frac { 2 } { N } } \Bigl \{ b - { \frac { a } { ( R T ) ^ { 2 } } } \Bigr \} \ .",195e808f36.png,247,94,384,64,6.0
"( \partial _ { x ^ { a } } \theta _ { A } ) ( x ) = \int d ^ { 3 } y \frac { \chi _ { \epsilon } ( x , y ) } { \sqrt { \epsilon ^ { 3 } } } ( \partial _ { y ^ { a } } \theta _ { A } ) ( y )",12ae230059.png,189,69,320,64,5.0
"[ P _ { a } , J ] = \varepsilon _ { a } \; ^ { b } \, P _ { b }",d4104ac359.png,63,26,128,32,4.0
"\omega = \pm \frac { i } { a } ( h _ { \pm } + l + 2 n ) \quad ,",72c17999de.png,64,24,192,64,3.0
W = \bar { b } ^ { 3 } + \frac { 1 } { \Lambda _ { 3 } ^ { 5 } } \bar { F } _ { \alpha 4 } F _ { 4 } ^ { \alpha } \bar { b } ^ { 4 } .,3bba3235fb.png,134,53,192,64,3.0
g _ { \mu \nu } = e ^ { - 2 \phi } g _ { \mu \nu } ^ { \! _ { P } } \ \ \ \ \mathrm { a n d } \ \ \ \ \eta = e ^ { - 2 \phi },7419d6f65e.png,125,51,256,32,8.0
"R \simeq \frac { M _ { P } } { M ^ { 2 } } ,",291fb0460f.png,44,18,128,64,2.0
"\frac { P } { M } = \frac { 2 \pi } { l } \left( \sum _ { i } \hat { N } _ { i } - m \cdot n \right) \, .",774089092f.png,105,37,224,64,3.5
"\frac { \phi ^ { b } } { \chi ^ { 3 } } = - \frac { \partial } { \partial \phi ^ { b } } \frac { 1 } { \chi } \ ,",5d1c1cc77b.png,113,38,128,64,2.0
"V _ { - 1 } ( ( L _ { 0 } - 1 ) \psi ) \equiv [ L _ { - 1 } , V _ { 0 } ( \psi ) ] = 0 \, .",63fecf16f7.png,91,40,320,32,10.0
f ( \zeta ) = \frac { ( - q \zeta ^ { - 1 } ; p ) _ { \infty } ( - p q ^ { - 1 } \zeta ; p ) _ { \infty } } { ( - q \zeta ; p ) _ { \infty } ( - p q ^ { - 1 } \zeta ^ { - 1 } ; p ) _ { \infty } } g ( \zeta ^ { 2 } ) .,152eacb7e3.png,217,85,320,64,5.0
"\langle k | e ^ { \pm \, \hat { x } } | k \, ^ { \prime } \rangle = \frac { 1 } { 2 \pi } \int _ { - \infty } ^ { + \infty } d x \, e ^ { - i ( k - k \, ^ { \prime } \pm i ) x } = \delta ( k - k \, ^ { \prime } \pm i ) .",4171a50170.png,220,78,384,64,6.0
L _ { c r i t . } = \frac { 1 } { 2 4 } \sqrt { \frac { 1 5 ( 3 2 + { \cal I } ) } { 8 \sqrt { 2 } - 1 1 } } ~ ~ ~ \approx 2 . 0 9 1,605221bf26.png,132,54,256,64,4.0
"\phi = \left( \begin{array} { c } { \phi _ { 1 } } \\ { \phi _ { 2 } } \\ \end{array} \right) ,",422566b8ac.png,95,26,128,64,2.0
"\frac { \delta ^ { 2 } \widehat { W } _ { k } [ J , \phi ] } { \delta J \delta J } = \left( \frac { \delta ^ { 2 } \widehat { \Gamma } _ { k } [ \phi , \varphi ] } { \delta \phi \delta \phi } { \Big | } _ { \varphi = \phi } \right) ^ { - 1 } ,",3122721541.png,243,73,256,64,4.0
( V [ F ] ( 1 ) V [ G ] ( 0 ) ^ { B } \sim V [ F * G ] ( 0 ) + \dots,4d1a8b017f.png,68,31,320,32,10.0
k _ { \beta \alpha } = \mathrm { s d e t } \left[ \begin{array} { c c } { \partial _ { z } F _ { \beta \alpha } } & { \partial _ { z } \Psi _ { \beta \alpha } } \\ { \partial _ { \theta } F _ { \beta \alpha } } & { \partial _ { \theta } \Psi _ { \beta \alpha } } \\ \end{array} \right] .,6670dc653e.png,287,79,224,64,3.5
Q = \alpha / \sqrt { 1 - \alpha ^ { 2 } } \ .,7b24fa51a4.png,45,16,160,32,5.0
{ F _ { K } = c _ { K } e ^ { 2 \pi i | K | \Phi } },28b4821c0f.png,52,24,128,32,4.0
"\int d ^ { 2 } x \, | < \vec { x } | 0 , n > | ^ { 2 } \to \int { \frac { d z d z ^ { * } } { 2 \pi i } } \, e ^ { - | z | ^ { 2 } } \, | < z | n > | ^ { 2 }",6bd3490207.png,157,69,384,64,6.0
"S _ { W Z } = \int _ { W } \phi ^ { * } ( \tilde { b } ) = \int _ { W } \phi ^ { * } ( \Pi _ { \mu } ^ { ( \varphi ) } \Pi ^ { \mu } + { \frac { 1 } { 2 } } \Pi _ { \alpha } \Pi ^ { \alpha } ) \quad ,",11e318cd24.png,200,74,384,64,6.0
"{ \frac { \delta \Gamma _ { n } [ \bar { \phi } _ { n } ] } { \delta \bar { \phi } _ { n } ( x ) } } \ = \ - \ J _ { n } ( x ) \hspace { 1 . 5 c m } . \hspace { 0 . 5 c m } \,",3660bdc991.png,175,66,224,64,3.5
"F ( \lambda Y , \lambda ^ { 2 } \, \Upsilon ) = \lambda ^ { 2 } \, F ( Y , \Upsilon ) \, .",79094e721b.png,90,28,224,32,7.0
i \partial _ { T } \Psi = - \partial _ { X } ^ { 2 } \Psi + i \rho \partial _ { X } \Psi .,7017f6b4b1.png,90,29,192,32,6.0
W _ { j _ { 1 } j _ { 2 } \ldots j _ { r } } [ L ] \ = \ \prod _ { \ell = 1 } ^ { r } \ W _ { j _ { \ell } } [ C _ { \ell } ],1d1aca952c.png,125,54,224,64,3.5
"R _ { n l } ( r ) = r ^ { b _ { l } } \mathrm { e x p } \left[ - { \frac { 1 } { 4 } } \sqrt { \frac { 3 } { 2 } } \omega r ^ { 2 } \right] L _ { n } ^ { b _ { l } } \left[ \sqrt { \frac { 3 } { 8 } } \omega r ^ { 2 } \right] ,",3113111c9a.png,227,85,320,64,5.0
\Omega _ { 1 } = \frac { 1 } { 1 2 } T ^ { 2 } V \delta M ^ { 2 } + \cdots \; .,5a969e1029.png,79,30,192,64,3.0
"\left( k _ { j } - k _ { i } \right) _ { \mu } T _ { \mu \nu } ^ { A V } = 0 ,",13885ae815.png,78,31,160,32,5.0
"A = \left[ { \frac { - i \mu ^ { \epsilon } } { ( 2 \pi ) ^ { d } } } \right] ^ { \ell } \int \prod _ { a = 1 } ^ { \ell } ( d ^ { d } k _ { a } ) { \frac { S _ { 0 } ( q , p ) } { \prod _ { r = 1 } ^ { N } ( - q _ { r } ^ { 2 } + m _ { r } ^ { 2 } - i \epsilon ) } } \ ,",bdacf5d434.png,271,109,384,64,6.0
\left\{ \begin{array} { l l } { K _ { i _ { p } } ( - i 2 \mu \rho ) = \frac { \pi i } { 2 } e ^ { - \pi p / 2 } H _ { i p } ^ { ( 1 ) } ( 2 \mu \rho ) } & { } \\ { I _ { i _ { p } } ( - i 2 \mu \rho ) = \frac { 1 } { 2 } e ^ { \pi p / 2 } [ H _ { i _ { p } } ^ { ( 1 ) } ( 2 \mu \rho ) + H _ { i _ { p } } ^ { ( 2 ) } ( 2 \mu \rho ) ] } \\ \end{array} \right.,4a6f535e7b.png,360,143,384,64,6.0
"\Biggl [ - \frac { 1 } { 2 } \frac { d ^ { 2 } } { d x _ { \parallel } ^ { 2 } } - \frac { 1 } { 2 } \Biggl ( \omega + q E _ { 0 } x _ { \parallel } \Biggr ) ^ { 2 } \Biggr ] \phi _ { \omega , { \bf k } _ { \perp } } ( x _ { \parallel } ) = - \frac { 1 } { 2 } ( m ^ { 2 } + { \bf k } _ { \perp } ^ { 2 } ) \phi _ { \omega , { \bf k } _ { \perp } } ( x _ { \parallel } ) .",10759e53bc.png,372,133,480,64,7.5
\operatorname { l n } { \cal I } ( \alpha ) = - E ( \alpha ) L,303dca3fe3.png,62,19,160,32,5.0
\Psi _ { \Omega } ( M ) = D [ L ^ { - 1 } ( M ) ] _ { \Omega \Gamma } N _ { \Gamma },5719e44b16.png,84,31,224,32,7.0
"S _ { G } ( \lambda _ { 2 } , \lambda _ { 1 } ; [ Q , P ] ) = \int _ { \lambda _ { 1 } } ^ { \lambda _ { 2 } } d \lambda \left( P ( \lambda ) \, { \frac { d Q ( \lambda ) } { d \lambda } } \, - G ( Q ( \lambda ) , P ( \lambda ) ) \right) .",157fd40b78.png,239,80,480,64,7.5
{ \cal L } _ { C o u l } = \frac { i g } { 2 } [ ( \partial \partial ^ { * } A _ { - } ^ { a } ) ( \frac { 1 } { \partial _ { + } } A _ { + } ) T ^ { a } A _ { + } + ( \partial \partial ^ { * } A _ { + } ^ { a } ) ( \frac { 1 } { \partial _ { - } } A _ { - } ) T ^ { a } A _ { - } ] \; \; \; .,5f9f6a3b9d.png,293,117,480,64,7.5
"W _ { \alpha } ^ { 2 } , \quad \bar { W } _ { \dot { \alpha } } ^ { 2 }",14e1ce3164.png,71,26,128,32,4.0
"\gamma = \left( \begin{array} { c c } { \Gamma ^ { ( 1 ) } } & { 0 } \\ { 0 } & { \Gamma ^ { ( 2 ) } } \\ \end{array} \right) ,",1cecfc97c6.png,127,39,160,64,2.5
"\hat { B } = \operatorname { e x p } [ x \partial _ { w } \operatorname { l o g } H ( w , \phi ) + \xi \phi ] \frac { H ( w - a - \phi \alpha - x + \frac { \xi \delta } { 2 \pi i } , \phi + \alpha ) } { H ( w - a - \phi \alpha , \phi + \alpha ) } ,",d80807f240.png,248,79,480,64,7.5
"\frac { 1 } { g _ { a } ^ { 2 } ( \mu ) } = \frac { k _ { a } } { g _ { s t r i n g } ^ { 2 } } + \frac { b _ { a } } { 1 6 \pi ^ { 2 } } \operatorname { l n } \frac { M _ { s t r i n g } ^ { 2 } } { \mu ^ { 2 } } - \frac { 1 } { 1 6 \pi ^ { 2 } } \triangle _ { a } ,",3db76a249e.png,267,110,384,64,6.0
"\operatorname { e x p } \left( - \mathrm { T r } \left( V ( M ) \right) \right) \, d M",3573b06e61.png,86,23,192,32,6.0
"\sum _ { b , r } \, C _ { m b r } \, C _ { m b r } \, \, \alpha \, \delta _ { m n }",55169ecdad.png,83,33,160,64,2.5
"\rho = - i { \cal T } ^ { a } ( { \psi } _ { m } ^ { \dagger } f _ { m a n } { \psi } _ { n } ) = i \psi _ { m } ^ { \dagger } [ { \cal T } ^ { m } , { \cal T } ^ { n } ] \psi _ { n } = - i [ \Psi ^ { \dagger } , \Psi ] ,",50e9ee3d35.png,221,87,384,32,12.0
"\frac { \mathrm { d } v } { \mathrm { d } t } = - \int _ { 0 } ^ { - \infty } \mathrm { e } ^ { n \xi } \, \, \beta [ \alpha ( t - \xi ) ] \frac { \partial u [ \alpha ( t - \xi ) ] } { \partial \operatorname { l n } \alpha ( t - \xi ) } \, \, \mathrm { d } \xi = - \beta [ \alpha ( t ) ] \frac { \partial v } { \partial \operatorname { l n } \alpha ( t ) } .",316a567817.png,358,108,480,64,7.5
"\left[ ( \widetilde { V } , \partial \widetilde { V } , i ^ { 0 } ) , ( U ( 1 ) , e ) \right] \cong 0 ,",44e1fdd6a4.png,103,32,224,64,3.5
"\mathcal G ( y , x ) = \mathcal P ( y , x ) = \frac { 1 } { 5 } \varphi ^ { * } ( y ) \varphi ( x )",3df3ae8f2d.png,99,35,256,64,4.0
"F _ { i _ { 1 } , . . . , i _ { n } } ^ { \cal O } ( \beta _ { 1 } , . . . , \beta _ { n } ) = \langle v a c \vert { \cal O } ( 0 ) \vert \beta _ { 1 } , . . . , \beta _ { n } \rangle _ { i _ { 1 } , . . . i _ { n } } \ .",104ded8eb5.png,221,90,384,32,12.0
"- \hbar ^ { 2 } k ^ { 2 } ( 1 + a l _ { p } ^ { 2 } k ^ { 2 } + \dots ) + m ^ { 2 } \equiv - \hbar ^ { 2 } k ^ { 2 } f ^ { 2 } ( k ^ { 2 } ) + m ^ { 2 } = 0 \, .",752bf3a974.png,161,72,480,32,15.0
"\{ T _ { 2 } ^ { a } ( x ) , T _ { 2 } ^ { b } ( y ) \} = g f ^ { a b c } T _ { 2 } ^ { c } \delta ( x - y ) - g m ^ { 2 } f ^ { a b c } \pi _ { \theta } ^ { c } \delta ( x - y )",ee950c6d8e.png,178,80,480,32,15.0
"\rho = \kappa _ { \tau } [ \frac { M } { \kappa _ { \tau } ^ { \frac { \tau } { 2 } [ ( d - \frac { m } { 2 } ) - 2 ] } } ] ^ { \frac { 2 } { \tau [ ( d - \frac { m } { 2 } ) - 2 ] + \eta _ { \tau } } } ,",4121c4cc7a.png,204,77,256,64,4.0
"\left[ k ^ { l } R ^ { l } \, , \, k ^ { m } \Theta _ { m j } P ^ { j } \right] \, = \, i \, k ^ { l } \, k ^ { m } \, \Theta _ { m j } \, \delta ^ { l j } \, = \, 0 ,",6e68254cd9.png,167,66,320,64,5.0
"A _ { W } ( \Pi q , \Pi p ) = \int d v ~ e ^ { - i p \cdot v / \hbar } \left\langle q + \frac { v } { 2 } \Biggm | A ( \hat { z } ) \Biggm | q - \frac { v } { 2 } \right\rangle .",21fadadaae.png,178,60,384,64,6.0
"F _ { A } ( u ) \, \approx \, { \frac { \mathrm { i } } { \pi } } 2 \, \sqrt { 2 u } \, \mathrm { l o g } \, u + \ldots \qquad \mathrm { f o r ~ } u \to \infty \ .",74e0b63c7d.png,163,54,384,64,6.0
j _ { \mu } ( x ) = \int d ^ { d } y \Pi _ { \mu \nu } ( x - y ) A ^ { \nu } ( y ),610b25690b.png,82,35,224,64,3.5
"\frac { \partial { \mathcal L } } { \partial t _ { k } } = \{ ( { \mathcal L } ^ { \frac { k } { 3 } } ) _ { + } , { \mathcal L } \} _ { \theta } ,",dd1e9cc20f.png,147,49,160,64,2.5
\Biggl ( \mathrm { P f } ( A ) \Biggr ) ^ { 2 } = \mathrm { d e t } ( A ) .,7cf49d4818.png,75,27,160,64,2.5
"\Lambda = M \frac { \partial r } { \partial x } = M \gamma ^ { - 1 } \, .",1c0d3dcbc3.png,73,22,160,64,2.5
"\ddot { q } ^ { k } - f ^ { k } ( \tau , q , \dot { q } ) = 0 .",2cacfd3c0b.png,63,27,160,32,5.0
- C _ { 2 } k ^ { \prime } + C _ { 4 } ( 1 - \frac { \triangle _ { 1 } + \triangle _ { 2 } } { 3 k ^ { 2 } } ) + C _ { 5 } ( 1 - \frac { \triangle _ { 1 } - \triangle _ { 2 } } { 3 k ^ { 2 } } ) = 0,619d31703e.png,198,77,384,64,6.0
"x _ { 1 } ^ { r } = \cdots = x _ { N } ^ { r } \, , \quad v _ { 1 } ^ { r } = \cdots = v _ { N } ^ { r } \, ,",156a3db207.png,109,47,256,32,8.0
\bar { D } g ^ { - s / 2 } h ( z ) = g ^ { - s / 2 } \bar { \partial } h ( z ) = 0,fe68cb3920.png,82,35,224,32,7.0
{ \cal L } = \left( \begin{array} { l l } { - 2 c _ { 1 } \displaystyle \frac { d ^ { 2 } } { d x ^ { 2 } } + u ( x ) } & { 2 c _ { 2 } \displaystyle \frac { d } { d x } + v ( x ) \hfill } \\ { \noalign { \smallskip } - 2 c _ { 2 } \displaystyle \frac { d } { d x } + v ( x ) } & { 4 c _ { 3 } \hfill } \\ { \noalign { \smallskip } } \\ \end{array} \right),535a09f7a8.png,356,114,384,96,4.0
"\lambda ( \epsilon ) = \left[ \, \Xi _ { _ \mathrm { ( g s ) } } ( \epsilon ) \right] ^ { - 1 } \, \left[ 1 + \frac { \epsilon } { 2 } \, g ^ { ( 0 ) } + o ( \epsilon ) \right] \; ,",63fd738e05.png,181,55,320,64,5.0
\vec { \rho } = \sum _ { i = 1 } ^ { 2 } \omega _ { i } \ .,70dcb7a472.png,59,23,128,64,2.0
"\operatorname* { d e t } { \cal B } = - k ^ { - 2 } \big ( 1 - k ^ { 2 } U _ { k } ^ { + } H _ { k l } ^ { - 1 } U _ { l } ^ { - } ) \operatorname* { d e t } H \, .",571a73c206.png,164,66,320,32,10.0
"e ^ { \phi / 2 } \left( \gamma ^ { - } + \gamma ^ { + } \right) = \mathcal { C } ,",4a51caddcc.png,82,26,160,64,2.5
"{ \cal A } _ { 0 } ( t , \vec { x } ) = \gamma ^ { 0 } \phi ( \vec { x } ) \operatorname { e x p } { ( \gamma ^ { 5 } \Omega t ) }",73a17fe7f5.png,130,46,224,32,7.0
g _ { t t } \Big | _ { r = r _ { H } } + \Omega _ { i } ^ { 2 } g _ { \phi _ { i } \phi _ { j } } \Big | _ { r = r _ { H } } + 2 \Omega _ { i } g _ { t \phi _ { i } } \Big | _ { r = r _ { H } } = 0 \sp i = 1 \ldots n,2d916dcec8.png,216,91,384,64,6.0
\frac { \dot { v } ( \tau ) } { 1 - v ^ { 2 } ( \tau ) } = \frac { 1 } { R _ { 1 } ( \tau ) } + \frac { 1 } { R _ { 2 } ( \tau ) } .,4f223d24dc.png,132,53,224,64,3.5
"I _ { C W Z W } [ \alpha ] = \int d x ^ { 0 } \left( - \sum _ { n \neq 0 } \frac { \dot { \alpha } _ { 0 } ^ { a } \alpha _ { a \: n } } { i k n } + \sum _ { n \ge 1 } \frac { 2 \dot { \alpha } _ { - n } ^ { a } \alpha _ { a \: n } } { i k n } + \tau L _ { 0 } - 2 \pi \alpha _ { 0 } ^ { 3 } \right) ,",6cdf8a7c97.png,301,113,480,64,7.5
\gamma _ { 2 } = \frac { B _ { 1 } ^ { 2 } } { B _ { 1 } ^ { 2 } - A _ { 1 } ^ { 2 } } \frac { \partial } { \partial \theta } \left( \frac { A _ { 1 } } { B _ { 1 } } \right) + 2 \gamma _ { 1 } I .,7aa91ddbb7.png,197,73,256,64,4.0
\rho _ { L } \bar { \bf u } _ { L } + \rho _ { R } \bar { \bf u } _ { R } = \rho _ { F } \bar { \bf u } _ { F },13eabf3708.png,111,44,192,32,6.0
"R = - \frac { 4 { \cal E } } { M _ { \mathrm { P l } } ^ { 2 } + \bar { M } ^ { 2 } } \, ,",4fa6abbc4c.png,90,37,160,64,2.5
\psi _ { i } ^ { \prime } ( x ) = \alpha \psi _ { i } ( x ) + \beta \psi _ { i } ^ { * } ( x ) .,6bdcb2587a.png,96,37,192,32,6.0
F ( h ) - F ( 0 ) = - \frac { m } { 2 \pi } \int _ { - B } ^ { B } d \theta \operatorname { c o s h } ( \theta ) \varepsilon ( \theta ),53645952ae.png,135,45,320,64,5.0
"f _ { p , q } ( t ) = f ( t , \Delta _ { p , q } ) - \beta _ { p , q } - f _ { p - 1 , q } ( t ) - f _ { p , q - 1 } ( t ) - f _ { p - 1 , q - 1 } ( t ) .",20ebb6d59f.png,154,73,480,32,15.0
"{ \vec { \tilde { \alpha } } } \equiv { \vec { \alpha } } + \Psi _ { \infty } { \vec { \beta } } , \ \, m u _ { R , L } \equiv M _ { \infty } \pm L .",7cfe8fb6f1.png,149,48,256,32,8.0
"S = \int d \tau d \sigma \, [ \partial _ { + } X ^ { \mu } \partial _ { - } X ^ { \nu } \, G _ { \mu \nu } ( X ) + \cdots ]",5bd81f2044.png,123,42,320,64,5.0
