formula,image,formula_len_chars,formula_len_tokens_rough,image_width,image_height,aspect_ratio
"\Omega _ { i } ^ { ( 2 ; 4 - 2 \varepsilon ) } = \int _ { 0 } ^ { \tau _ { 0 i } } \frac { \mathrm { d } \theta } { \operatorname { c o s } ^ { 2 - 2 \varepsilon } \theta } = 2 \operatorname { t a n } \tau _ { 0 i } \; \; _ { 2 } F _ { 1 } \left( \left. \begin{array} { c } { 1 / 2 , \; \varepsilon } \\ { 3 / 2 } \\ \end{array} \right| - \operatorname { t a n } ^ { 2 } \tau _ { 0 i } \right) ,",1ac4392ee2.png,395,122,480,64,7.5
"\begin{array} { c c } { \displaystyle { \{ D _ { i \alpha } , D _ { j \beta } \} = - 2 i \bar { \cal E } _ { i j } \gamma _ { \alpha \beta } ^ { A } \partial _ { A } } ~ ~ ~ } & { ~ ~ ~ \displaystyle { \{ \tilde { D } _ { \tilde { \imath } } ^ { \alpha } , \tilde { D } _ { \tilde { \jmath } } ^ { \beta } \} = - 2 i \bar { \tilde { \cal E } } _ { \tilde { \imath } \tilde { \jmath } } \tilde { \gamma } ^ { A \alpha \beta } \partial _ { A } } } \\ \end{array}",7d06b62a2e.png,460,139,480,64,7.5
"\left\{ \delta S _ { 0 } \left[ { \frac { \delta } { \delta \eta _ { a } } } , { \frac { \delta } { \delta \bar { \eta } _ { a } } } , { \frac { \delta } { \delta J _ { a } ^ { \mu } } } \right] + \delta S _ { T } \left[ { \frac { \delta } { \delta \eta _ { a } } } , { \frac { \delta } { \delta \bar { \eta } _ { a } } } , { \frac { \delta } { \delta J _ { a } ^ { \mu } } } \right] \right\} Z \left[ J _ { \mu } , \eta , \bar { \eta } \right] \, = \, 0 \, .",af4f307e1b.png,459,142,480,64,7.5
"D _ { \alpha } = \frac { \partial } { \partial \theta ^ { \alpha } } + i \sigma _ { \alpha { \dot { \alpha } } } ^ { \mu } { \overline { \theta } } ^ { \dot { \alpha } } \partial _ { \mu } \, , \hspace { 1 c m } { \overline { D } } _ { \dot { \alpha } } = - \frac { \partial } { \partial { \overline { \theta } } ^ { \dot { \alpha } } } - i \theta ^ { \alpha } \sigma _ { \alpha { \dot { \alpha } } } ^ { \mu } \partial _ { \mu }",8662303552.png,429,123,384,64,6.0
"{ } _ { N } \! \langle \varrho _ { n } ^ { \prime } , \bar { \varrho } _ { n } ^ { \prime } | \varrho _ { n } , \bar { \varrho } _ { n } \rangle _ { N } = \prod _ { \mu = 0 } ^ { p } \delta ( \mathrm { R e } \varrho _ { n \mu } ^ { \prime } - \mathrm { R e } \varrho _ { n \mu } ) \delta ( \mathrm { I m } \varrho _ { n \mu } ^ { \prime } - \mathrm { I m } \varrho _ { n \mu } ) ~ .",7b735c4243.png,382,124,480,64,7.5
"\int _ { [ k , \Lambda ] } \frac { d ^ { 4 } p } { ( 2 \pi ) ^ { 4 } } \, \frac { p _ { \lambda } p _ { \kappa } p _ { \mu } p _ { \nu } } { p ^ { 8 } } = \frac { 1 } { 3 } \frac { 1 } { 6 4 \pi ^ { 2 } } \operatorname { l n } \frac { \Lambda } { k } \, \bigl ( \delta _ { \lambda \kappa } \delta _ { \mu \nu } + \delta _ { \lambda \mu } \delta _ { \kappa \nu } + \delta _ { \lambda \nu } \delta _ { \kappa \mu } \bigr ) .",29814eb93c.png,422,136,480,64,7.5
"\phi ( \tilde { \tau } ) = \frac { 1 } { 2 i } \left\{ \frac { \pi \tilde { \tau } } { \omega _ { 2 } } \; \frac { \theta _ { 1 } ^ { \prime } } { \theta _ { 1 } } ( \frac { \pi a } { 2 \omega _ { 2 } } ) + \operatorname { l o g } \mid \frac { \theta _ { 1 } ( \frac { \pi ( \tilde { \tau } - a ) } { 2 \omega _ { 2 } } ) } { \theta _ { 1 } ( \frac { \pi ( \tilde { \tau } + a ) } { 2 \omega _ { 2 } } ) } \mid \right\} ,",67470c8f05.png,421,137,384,64,6.0
G _ { \gamma } ^ { t } \left( \begin{array} { c } { 0 } \\ { 1 } \\ \end{array} \begin{array} { c c } { 1 } \\ { 0 } \\ \end{array} \right) G _ { \gamma } - \left( \begin{array} { c } { 0 } \\ { 1 } \\ \end{array} \begin{array} { c c } { 1 } \\ { 0 } \\ \end{array} \right) = 2 \left( \begin{array} { c } { a _ { 1 1 } a _ { 2 1 } } \\ { a _ { 1 2 } a _ { 2 1 } } \\ \end{array} \begin{array} { c c } { a _ { 1 2 } a _ { 2 1 } } \\ { a _ { 1 2 } a _ { 2 2 } } \\ \end{array} \right) .,377e3da241.png,484,149,384,64,6.0
G _ { \mu \nu \phantom { \alpha } \beta } ^ { \phantom { \mu \nu } \alpha } = \partial _ { \mu } B _ { \nu \phantom { \alpha } \beta } ^ { \phantom { \nu } \alpha } - \partial _ { \nu } B _ { \mu \phantom { \alpha } \beta } ^ { \phantom { \mu } \alpha } + B _ { \mu \phantom { \alpha } \gamma } ^ { \phantom { \mu } \alpha } B _ { \nu \phantom { \gamma } \beta } ^ { \phantom { \nu } \gamma } - B _ { \nu \phantom { \alpha } \gamma } ^ { \phantom { \nu } \alpha } B _ { \mu \phantom { \gamma } \beta } ^ { \phantom { \mu } \gamma },34942b2677.png,531,142,384,32,12.0
"W = \int \frac { 2 d ^ { 1 0 } \tilde { p } _ { 1 } } { \tilde { p } _ { 1 } ^ { 2 } \tilde { p } _ { 2 } ^ { 2 } } \sum _ { ( \lambda , \lambda ^ { \prime } ) } \hat { A } _ { ( 0 ) } ( \{ p , \epsilon \} _ { ( i ) } , \tilde { p } _ { 1 } \lambda , \lambda ^ { \prime } ) \hat { A } _ { ( n - 1 ) } ( \lambda , \lambda ^ { \prime } ; \tilde { p } _ { 1 } , \{ p , \epsilon \} _ { ( f ) } ) \, ,",13d7653c31.png,396,143,480,64,7.5
"\begin{array} { l c l } { \operatorname* { l i m } _ { r _ { s } \rightarrow r _ { H } } G ( \omega , r _ { s } ) } & { = } & { \left\{ \begin{array} { l c l } { - \frac { A _ { - } } { A _ { + } } } & { \mathrm { i f } } & { \mathrm { I m } \omega > 0 } \\ { - \frac { B _ { - } } { B _ { + } } } & { \mathrm { i f } } & { \mathrm { I m } \omega < 0 } \\ \end{array} \right. } \\ \end{array}",402a053a06.png,392,132,320,64,5.0
"q _ { - } ^ { 0 } ( \tau ) = - \frac { \Omega \vartheta _ { 1 } ^ { \prime } ( 0 ) } { 2 \pi } \frac { e ^ { \Omega \tau \frac { \vartheta _ { 1 } ^ { \prime } } { \vartheta _ { 1 } } ( \Omega y ) } \vartheta _ { 1 } ( \Omega ( y - \tau ) ) + e ^ { - \Omega \tau \frac { \vartheta _ { 1 } ^ { \prime } } { \vartheta _ { 1 } } ( \Omega y ) } \vartheta _ { 1 } ( \Omega ( y + \tau ) ) } { \vartheta _ { 1 } ( \Omega \tau ) \vartheta _ { 1 } ( \Omega y ) } ,",53f22064c0.png,455,144,480,64,7.5
"\frac { \partial } { \partial t _ { p } } \left( \begin{array} { c c } { f } \\ { { \overline { f } } } \\ \end{array} \right) = J _ { 1 } \left( \begin{array} { c c } { { \delta } / { \delta f } } \\ { { \delta } / { \delta { \overline { f } } } } \\ \end{array} \right) H _ { p + 1 } = J _ { 2 } \left( \begin{array} { c c } { { \delta } / { \delta f } } \\ { { \delta } / { \delta { \overline { f } } } } \\ \end{array} \right) H _ { p } ,",b155bdd7f0.png,442,128,384,64,6.0
"\widetilde { \bigtriangleup } _ { \mu \nu } ^ { A } ( p ) = \bigtriangleup _ { \mu \nu } ^ { A } + \bigtriangleup _ { \mu \mu ^ { \prime } } ^ { A } V ^ { \lambda \sigma , \mu ^ { \prime } } \bigtriangleup _ { \lambda \sigma , \lambda ^ { \prime } \sigma ^ { \prime } } ^ { B } V ^ { \lambda ^ { \prime } \sigma ^ { \prime } , \nu ^ { \prime } } \bigtriangleup _ { \nu ^ { \prime } \nu } ^ { A } + \cdots .",70402891b8.png,406,112,480,64,7.5
"\begin{array} { c } { \widetilde { \tau } = \displaystyle \frac { \tau } { \operatorname { c o s h } \omega } + \Theta ( \widetilde { \tau } , x ) \operatorname { t a n h } \omega , \hfill } \\ { \widetilde { \Theta } = \displaystyle \frac { \Theta ( \widetilde { \tau } , x ) } { \operatorname { c o s h } \omega } - \tau \operatorname { t a n h } \omega , \hfill } \\ \end{array}",6902860df2.png,381,91,384,96,4.0
"\langle \delta j ^ { \mu } ( X ) \rangle \simeq \frac { 1 } { 2 } \int \frac { d ^ { \, 3 } p } { ( 2 \pi ) ^ { 3 } } \left[ \hat { \cal P } _ { + } ^ { \mu } Z _ { + } \frac { - i \Sigma _ { o f f } ^ { ( + ) } } { | I m \Sigma _ { R } ^ { ( + ) } | } - \hat { \cal P } _ { - } ^ { \mu } Z _ { - } \frac { - i \Sigma _ { o f f } ^ { ( - ) } } { | I m \Sigma _ { R } ^ { ( - ) } | } \right] ,",2211a33b2b.png,392,150,480,64,7.5
"\tilde { z } _ { \pm } = - Q _ { \pm } ^ { - 1 } \displaystyle \displaystyle \frac { \partial } { \partial \overline { { z } } _ { \pm } } - z _ { \pm } ~ , ~ ~ ~ \tilde { p } _ { \pm } = \displaystyle \displaystyle \frac { \partial } { \partial z _ { \pm } } - Q _ { \pm } ^ { - 1 } \displaystyle \frac { \partial p _ { \pm } } { \partial z _ { \pm } } \displaystyle \displaystyle \frac { \partial } { \partial \overline { { z } } _ { \pm } } ~ .",48000603b8.png,447,123,384,64,6.0
"4 \int _ { 2 } ^ { \infty } \frac { d y } { 2 \pi } \, \frac { 1 } { \sqrt { y ^ { 2 } - 4 } } \, \frac { y \left( \sqrt { 1 + \sigma _ { 0 } } \sqrt { 1 + \sigma _ { 1 } } - \operatorname { c o t h } 2 x _ { 0 } \right) + ( \sigma _ { 0 } + \sigma _ { 1 } ) } { y ^ { 2 } + 2 y \sqrt { 1 + \sigma _ { 0 } } \sqrt { 1 + \sigma _ { 1 } } + 2 ( \sigma _ { 0 } + \sigma _ { 1 } ) }",4e19893d4b.png,378,136,480,64,7.5
"\left\langle a \right| N \left( \psi _ { L } ^ { \dagger } \psi _ { L } \psi _ { R } ^ { \dagger } \psi _ { R } \right) \left| B , a \right\rangle = \frac { 1 } { 4 \pi ^ { 2 } \left| z \right| ^ { 2 } } \left( \frac { \operatorname { s i n h } ^ { 2 } \left( \frac { \alpha } { 2 } \operatorname { l o g } \left| z \right| \right) } { \operatorname { s i n h } ^ { 2 } \left( \operatorname { l o g } \left| z \right| \right) } - \frac { \alpha ^ { 2 } } { 4 } \right) .",5093258684.png,470,130,480,64,7.5
"A _ { t } = { \frac { 2 \sqrt { 2 } m a \operatorname { c o s } \delta \operatorname { c o s } \theta } { r ^ { 2 } - a ^ { 2 } \operatorname { c o s } ^ { 2 } \theta } } , \ \ \ \ A _ { \varphi } = - { \frac { 2 \sqrt { 2 } m a r \operatorname { s i n } \delta \operatorname { s i n } ^ { 2 } \theta } { r ^ { 2 } - 2 m r - a ^ { 2 } \operatorname { c o s } ^ { 2 } \theta } } .",5e40b5501b.png,379,128,480,64,7.5
"\Phi ^ { \left( c h i r a l ) \right) } = \operatorname { e x p } \left( \frac 1 2 \theta ^ { \alpha } \sigma _ { \alpha \dot { \beta } } ^ { \mu } \bar { \theta } ^ { \dot { \beta } } \partial _ { \mu } \tilde { \partial } _ { + } \right) \left( \phi + \theta ^ { \alpha } \chi _ { \alpha } + \theta ^ { \alpha } \theta _ { \alpha } \tilde { \partial } _ { + } f \right) ( x , y ) .",4c70c524a3.png,383,107,480,64,7.5
\left( \begin{array} { l l } { a ^ { \prime } } & { b ^ { \prime } } \\ { c ^ { \prime } } & { d ^ { \prime } } \\ \end{array} \right) x = \left( \begin{array} { l l } { x a ^ { \prime } + ( 1 - q ^ { 2 } ) y c ^ { \prime } } & { q ^ { - 1 } x b ^ { \prime } + ( q - q ^ { - 1 } ) y ( a ^ { \prime } - d ^ { \prime } ) } \\ { q x c ^ { \prime } } & { x d ^ { \prime } + ( 1 - q ^ { 2 } ) y c ^ { \prime } } \\ \end{array} \right),29cac8d1b1.png,429,150,480,64,7.5
"{ \frac { 1 } { \Theta } } \left( { \frac { \partial ^ { 2 } \Theta } { \partial \theta ^ { 2 } } } + { \frac { \operatorname { c o s } \theta } { \operatorname { s i n } \theta } } { \frac { \partial \Theta } { \partial \theta } } \right) + { \frac { 1 } { \operatorname { s i n } ^ { 2 } \theta } } { \frac { 1 } { \Phi } } { \frac { \partial ^ { 2 } \Phi } { \partial \varphi ^ { 2 } } } \equiv - l ( l + 1 ) \, ,",c75d8524dc.png,416,121,384,64,6.0
"\phi \left( x ^ { 5 } \right) = \left\{ \begin{array} { l l } { \frac { 3 } { 4 } \, \epsilon _ { 1 } \operatorname { l o g } \left| \frac { 4 } { 3 } x ^ { 5 } + c _ { 1 } \right| + d _ { 1 } \ , } & { x ^ { 5 } < 0 } \\ { \frac { 3 } { 4 } \, \epsilon _ { 2 } \operatorname { l o g } \left| \frac { 4 } { 3 } x ^ { 5 } + c _ { 2 } \right| + d _ { 2 } \ , } & { x ^ { 5 } > 0 } \\ \end{array} \right. \ ,",d0adff8f83.png,405,139,384,64,6.0
"\tilde { D } _ { T } ^ { [ r , 0 ] } ( x _ { M } ^ { 2 } ) \rightarrow \frac { \chi _ { r , 0 } \Lambda ^ { \frac { 1 } { 2 } } } { \left( 2 \pi \sqrt { x _ { M } ^ { 2 } } \right) ^ { \frac { 3 } { 2 } } } \, e ^ { - \gamma _ { r , 0 } \sqrt { x _ { M } ^ { 2 } } } \operatorname { c o s } \left( \omega _ { r , 0 } \sqrt { x _ { M } ^ { 2 } } + \varphi _ { r , 0 } \right) \, ,",d09e544961.png,379,139,480,128,3.75
\left( \begin{array} { c } { < W ( L _ { \mp } ) > } \\ { < W ( L _ { W \mp } ) > } \\ \end{array} \right) = \left( \begin{array} { c c } { q ^ { \pm { \frac { 1 } { 4 } } } } & { ( q ^ { \mp { \frac { 1 } { 4 } } } - q ^ { \pm { \frac { 1 } { 4 } } } ) } \\ { 0 } & { q ^ { \mp { \frac { 1 } { 4 } } } } \\ \end{array} \right) \left( \begin{array} { c } { < W ( L _ { I } ) > } \\ { < W ( L _ { W } ) > } \\ \end{array} \right) .,3ff6da576b.png,430,149,480,64,7.5
"\psi _ { \mu \vert A } \, \leftrightarrow \, \mathrm { ~ \begin{array} { c } { \hline \stackrel { ~ } { A } } \\ { \hline } \\ \end{array} ~ } \, \equiv \, { \bf 8 } \quad ; \quad \chi _ { A B C } \, \leftrightarrow \, \mathrm { ~ \begin{array} { c } { \hline \stackrel { ~ } { A } } \\ { \hline \stackrel { } { B } } \\ { \hline \stackrel { } { C } } \\ { \hline } \\ \end{array} ~ } \, \equiv \, { \bf 5 6 }",3ff234e95f.png,409,108,384,96,4.0
"\partial _ { k } S _ { k } ^ { I } [ \phi ] = { \frac { 1 } { 2 } } { \frac { \delta S _ { k } ^ { I } [ \phi ] } { \delta \phi } } \, \partial _ { k } G _ { k } \, { \frac { \delta S _ { k } ^ { I } [ \phi ] } { \delta \phi } } - { \frac { 1 } { 2 } } { \mathrm { T r } } \left[ \partial _ { k } G _ { k } { \frac { \delta ^ { 2 } S _ { k } ^ { I } [ \phi ] } { \delta \phi \delta \phi } } \right] .",220870276c.png,400,141,480,64,7.5
"\pounds _ { 1 } = \partial _ { \mu } \tilde { \partial } _ { + } \bar { \varphi } \, \, \partial ^ { \mu } \tilde { \partial } _ { - } \varphi + \bar { \chi } _ { \dot { \alpha } } \bar { \sigma } _ { \mu } ^ { \dot { \alpha } \beta } { } \partial _ { \mu } \tilde { \partial } _ { - } \chi _ { \beta } - s \tilde { \partial } _ { + } \bar { f } \, \tilde { \partial } _ { - } f",1030f48cc7.png,378,111,384,32,12.0
"\hat { D } _ { \mu \nu \rho \underline { { x } } } = { \textstyle \frac { 3 } { 8 } } \left( C _ { \mu \nu \rho } - A _ { [ \mu } ^ { ( i ) } B _ { \nu \rho ] } ^ { ( i ) } - \epsilon ^ { i j } A _ { [ \mu } ^ { ( i ) } A _ { \nu } ^ { ( j ) } B _ { \rho ] } \right) \, , \hspace { . 5 c m } \hat { \rho } _ { \mu \nu \underline { { x } } } = { \textstyle \frac { 1 } { 2 } } \chi _ { \mu \nu } \, .",258bbf3a59.png,399,141,480,64,7.5
"\bar { D } _ { \dot { \gamma } } \bar { D } _ { \dot { \alpha } } \Phi ^ { i * } = J ^ { \bar { \imath } } \! _ { j \dot { \alpha } } \! ^ { \beta } { } _ { , \bar { k } } \bar { D } _ { \dot { \gamma } } \bar { \Phi } ^ { k } D _ { \beta } \Phi ^ { j } + 2 i J ^ { \bar { \imath } } \! _ { j \dot { \alpha } } \! ^ { \beta } \delta _ { \beta \dot { \gamma } } \partial _ { t } \Phi ^ { j } \ .",b2df7eb673.png,394,136,384,32,12.0
"\lambda ^ { ^ { S , A } } = \left( \begin{array} { l } { \zeta _ { \lambda } \Theta _ { [ j ] } \phi _ { _ L } ^ { \ast } ( p ^ { \mu } ) } \\ { \phi _ { _ L } ( p ^ { \mu } ) } \\ \end{array} \right) \, \, , \quad \rho ^ { ^ { S , A } } = \left( \begin{array} { l } { \phi _ { _ R } ( p ^ { \mu } ) } \\ { ( \zeta _ { \rho } \Theta _ { [ j ] } ) ^ { \ast } \phi _ { _ R } ^ { \ast } ( p ^ { \mu } ) } \\ \end{array} \right) \, \, .",5adad65a99.png,432,145,480,64,7.5
\frac { i } { 4 \pi } \int _ { - \infty } ^ { \infty } \left( \frac { \operatorname { s i n h } \left( \frac { \alpha } { 2 } \right) } { \operatorname { c o s h } \left( \frac { \alpha } { 2 } \right) } \right) e ^ { - i \alpha x } d \alpha = \int _ { - \infty } ^ { \infty } \frac { \operatorname { c o s h } ( \pi u ) } { \operatorname { s i n h } ( 2 \pi u ) } \delta ( x - u ) d u,4f03e9627b.png,385,114,480,64,7.5
"I _ { \alpha \rho } = - \int _ { 0 } ^ { 1 } d h \int _ { 0 } ^ { h } d t \frac { \partial c _ { t } ^ { \mu } } { \partial x ^ { \rho } } \frac { \partial c _ { t } ^ { \nu } } { \partial t } \frac { \partial c _ { h } ^ { \delta } } { \partial x ^ { \alpha } } \frac { \partial c _ { h } ^ { \beta } } { \partial h } [ G _ { \beta \delta } ( c _ { h } ) , G _ { \mu \nu } ( c _ { t } ) ]",30f79cc4bf.png,389,135,384,64,6.0
Z _ { \mathrm { e f f } } = \int \mathcal { D } \Phi ^ { \Delta } \mathcal { D } \Phi _ { \Delta } ^ { * ( a ) } \mathcal { D } \bar { \Phi } _ { \Delta } ^ { ( a ) } \mathcal { D } \tilde { \Phi } _ { \Delta } \mathcal { D } \mu _ { a } ^ { \Delta } \mathcal { D } \nu _ { a } ^ { \Delta } \mathcal { D } \omega ^ { \Delta } \operatorname { e x p } \left( i S _ { \mathrm { e f f } } \right) .,7fef6625a4.png,394,122,480,64,7.5
\Omega = \left( \begin{array} { c c c c } { J _ { 1 1 } } & { \cdots } & { J _ { 1 N } } & { Q _ { 1 } } \\ { \vdots } & { \ddots } & { \vdots } & { \vdots } \\ { J _ { N 1 } } & { \cdots } & { J _ { N N } } & { Q _ { N } } \\ { - { \overline { { Q } } } _ { 1 } } & { \cdots } & { - { \overline { { Q } } } _ { N } } & { \sum _ { \mu = 1 } ^ { N } J _ { \mu \mu } } \\ \end{array} \right),4762ae559e.png,389,144,384,96,4.0
"\begin{array} { l } { \displaystyle { - Q ( z ) \frac { d ^ { 2 } \Psi ( z ) } { d z ^ { 2 } } + \left( ( j - \frac { 1 } { 2 } ) Q ^ { \prime } ( z ) + 2 P ( z ) \right) \frac { d \Psi ( z ) } { d z } } \, - } \\ { - \displaystyle { \left( \frac { 1 } { 3 } j ( j - \frac { 1 } { 2 } ) Q ^ { \prime \prime } ( z ) + 2 j P ^ { \prime } ( z ) \right) \Psi ( z ) = E \Psi ( z ) } \, , } \\ \end{array}",34f0fe49ea.png,399,138,480,128,3.75
"B = \left( \begin{array} { l l l } { 2 \operatorname { c o s } \alpha } & { \sqrt { 2 } \, \mathrm { e } ^ { - i \beta } } & { - 2 \operatorname { s i n } \alpha } \\ { - \sqrt { 2 } \, \mathrm { e } ^ { i \beta } } & { 0 } & { i \sqrt { 2 } \, \mathrm { e } ^ { i \beta } } \\ { - 2 \operatorname { s i n } \alpha } & { i \sqrt { 2 } \, \mathrm { e } ^ { - i \beta } } & { - 2 \operatorname { c o s } \alpha } \\ \end{array} \right) .",89210a21e7.png,435,136,384,96,4.0
\left( \begin{array} { c c } { R ^ { \alpha \beta } } & { 0 } \\ { 0 } & { R ^ { \alpha \beta } } \\ \end{array} \right) - \frac { 1 } { 2 } \left( \begin{array} { c c } { g ^ { \alpha \beta } } & { 0 } \\ { 0 } & { g ^ { \alpha \beta } } \\ \end{array} \right) R = \left( \begin{array} { c c } { T ^ { \alpha \beta } } & { 0 } \\ { 0 } & { T ^ { \alpha \beta } } \\ \end{array} \right),51ff2faf25.png,386,112,384,64,6.0
\underline { { \Omega } } _ { I J } = \left( \begin{array} { c c c c } { 0 } & { 0 } & { 0 } & { 1 } \\ { 0 } & { 0 } & { \frac { 1 } { V } } & { - \underline { { \Omega } } _ { C + + } } \\ { 0 } & { - \frac { 1 } { V } } & { 0 } & { - \underline { { \Omega } } _ { C -- } } \\ { - 1 } & { \underline { { \Omega } } _ { C + + } } & { \underline { { \Omega } } _ { C -- } } & { 0 } \\ \end{array} \right) .,3df2d793e6.png,406,145,384,96,4.0
\frac { \partial } { \partial \xi } \frac { \delta ^ { 2 } \Gamma } { \delta \psi ( y ) \delta \bar { \psi } ( x ) } = + \frac { \delta ^ { 3 } \Gamma } { \delta \psi ( y ) \delta \bar { K } \delta \chi } \frac { \delta ^ { 2 } \Gamma } { \delta \bar { \psi } ( x ) \delta \psi } + \frac { \delta ^ { 2 } \Gamma } { \delta \psi ( y ) \delta \bar { \psi } } \frac { \delta ^ { 3 } \Gamma } { \delta \bar { \psi } ( x ) \delta K \delta \chi },7cbe54ce77.png,440,123,480,64,7.5
"{ \cal K } ^ { T } M { \cal K } = \left( \begin{array} { c c } { { \cal K } ^ { ( 1 ) } } & { { \tilde { \cal K } } ^ { ( 1 ) } } \\ \end{array} \right) e ^ { \varphi } \left( \begin{array} { c c } { e ^ { - 2 \varphi } + C ^ { ( 0 ) \, 2 } } & { C ^ { ( 0 ) } } \\ { C ^ { ( 0 ) } } & { 1 } \\ \end{array} \right) \left( \begin{array} { c } { { \cal K } ^ { ( 1 ) } } \\ { { \tilde { \cal K } } ^ { ( 1 ) } } \\ \end{array} \right) \, ,",39a6699107.png,437,146,480,64,7.5
"- { \frac { 1 } { 4 } } { \cal A } _ { \hat { \ell } \hat { \ell } } \varepsilon _ { \ell , u } \pm { \frac { 1 } { 6 } } { \bf P } _ { \hat { i } \hat { j } } \Gamma ^ { \hat { i } \hat { j } } \varepsilon _ { u , \ell } - { \frac { i } { 6 } } { \bf Q } _ { \hat { i } \hat { k } } \Gamma ^ { \hat { i } \hat { k } } \varepsilon _ { u , \ell } = 0 \ \ \ \ \ ( \hat { \ell } \neq \hat { i } , \hat { j } , \hat { k } ) ,",79b6b4ecf0.png,421,149,480,64,7.5
L = \operatorname { e x p } \left( \begin{array} { c c } { \overline { { \theta } } ^ { N } } & { } \\ \end{array} \right) \operatorname { e x p } \left( \begin{array} { c c } { i \frac { 1 + i \gamma ^ { 4 } } { 2 } \gamma _ { p } x ^ { p } } & { } \\ \end{array} \right) \operatorname { e x p } \left( \begin{array} { c c } { i \frac { \gamma ^ { 4 } } { 2 } \rho } & { } \\ \end{array} \right),be86f717a4.png,396,110,480,64,7.5
"\pi ^ { \mu } \, \rho ( \tilde { \eta } _ { o } ) \, U ( { \textstyle { \frac { 1 } { 2 } } } \tilde { \eta } _ { o } , { \textstyle { \frac { 1 } { 2 } } } \tilde { \eta } _ { o } , d - \tilde { \eta } _ { o } ) = \frac { \Gamma ( \tilde { \eta } _ { o } ) \Gamma ( \mu - \frac { 1 } { 2 } \tilde { \eta } _ { o } ) } { \Gamma ( \mu - \tilde { \eta } _ { o } ) \Gamma ( \frac { 1 } { 2 } \tilde { \eta } _ { o } ) } .",19036aa564.png,418,142,384,64,6.0
"{ \frac { \operatorname { s i n h } \left( { \frac { \theta } { 2 } } - { \frac { i \pi } { 2 n } } \alpha \right) \operatorname { s i n h } \left( { \frac { \theta } { 2 } } - { \frac { i \pi } { 2 n } } ( 2 - \alpha ) \right) } { \operatorname { s i n h } \left( { \frac { \theta } { 2 } } + { \frac { i \pi } { 2 n } } \alpha \right) \operatorname { s i n h } \left( { \frac { \theta } { 2 } } + { \frac { i \pi } { 2 n } } ( 2 - \alpha ) \right) } } \ ,",1670d904aa.png,457,141,320,64,5.0
\left( \begin{array} { c c } { \frac { \tilde { B } _ { \lambda } } { ( k ^ { 2 } ) ^ { 3 / 2 - \beta _ { \lambda } } } } & { i \vartheta \frac { \tilde { B } _ { \lambda \sigma } } { ( k ^ { 2 } ) ^ { \beta _ { \lambda \sigma } } } } \\ { i \vartheta \frac { \tilde { B } _ { \lambda \sigma } } { ( k ^ { 2 } ) ^ { \beta _ { \lambda \sigma } } } } & { \frac { \tilde { B } _ { \sigma } } { ( k ^ { 2 } ) ^ { 3 / 2 - \beta _ { \sigma } } } } \\ \end{array} \right),1f047aa000.png,464,148,192,64,3.0
\frac { F } { V } = ( - 1 ) ^ { f } \frac { 1 } { \beta } \int _ { 0 } ^ { \infty } \frac { d p ^ { - } } { \sqrt { 2 } \pi } \int \frac { d ^ { D - 2 } p _ { T } } { ( 2 \pi ) ^ { D - 2 } } \operatorname { l n } \left( 1 - ( - 1 ) ^ { f } e ^ { - \frac { \beta } { \sqrt { 2 } } \left( \frac { { \vec { p } _ { T } } ^ { ~ 2 } + M ^ { 2 } } { 2 p ^ { - } } + p ^ { - } \right) } \right),6b26fb7ab3.png,387,148,480,128,3.75
"\varepsilon _ { \mu _ { 1 } \ldots \mu _ { d } } = e ^ { - 1 } e _ { \mu _ { 1 } } ^ { a _ { 1 } } \ldots e _ { \mu _ { d } } ^ { a _ { d } } \varepsilon _ { a _ { 1 } \ldots a _ { d } } \, , \qquad \varepsilon ^ { \mu _ { 1 } \ldots \mu _ { d } } = e e _ { a _ { 1 } } ^ { \mu _ { 1 } } \ldots e _ { a _ { d } } ^ { \mu _ { d } } \varepsilon ^ { a _ { 1 } \ldots a _ { d } } \, .",1313d7afdb.png,380,144,480,32,15.0
